                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2 
                                     150                                      451                  2.0000000000000000E+000                  1.0000000000000000E-003                  6.4196524935404472E+004                  4.6585294112297724E+003                  4.6320200675185715E+003                  3.5520073823324047E+001                  9.2673358418781113E+000                 -6.7435249834876503E+000                  7.5700000000000012E-001                  2.5753670467099492E-005                  2.4197424632953296E-001                  1.7208053054058292E-004                  5.0407927341824608E-005                  4.6696865640967299E-004                  9.7117922465234324E-005                  1.9999858275402247E+000                 -4.9689038275694722E-011                  1.5139892714479501E+000                  5.1506975941340178E-005                  4.8394506328879283E-001                  3.4415862227676880E-004                  1.0081514027932658E-004                  9.3393069472484625E-004                  1.9423446853061895E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999857428024448E+000                  9.2575611699239229E+000                  1.9999857046636591E+000                  9.2541340814521860E+000                  1.9973421415088672E+005                  2.8523618140482093E+005                  5.6305790283210111E+008                  2.3248209317550422E-010                  2.3248209317550420E-010                  0.0000000000000000E+000                  9.3008951017357635E-012                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   energy                                       mu                                       cv                                       cp                                  eps_nuc                                       pp                                      cno                                 tri_alfa                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                               luminosity                                      tau 
                                       1                  1.9999858275402247E+000                  9.6695490183967292E-001                  3.6657711708716039E+000                 -7.5428540018738142E+000                  3.9506355023032365E+000                  7.5700000000000012E-001                  2.4200000000000005E-001                  9.9999999999988987E-004                  2.0773696905163171E+012                  1.2404812649835142E+000                  1.0544362837062800E+008                  1.7369190963358885E+008                  4.9156490964518971E-027                  4.9156490964518971E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.5700000000000012E-001                  2.5753670467084089E-005                  2.4197424632953296E-001                  1.7208053054058292E-004                  5.0407927341824608E-005                  4.6696865640967293E-004                  3.5520073823324047E+001                  6.6666666666666663E-001 
                                       2                  1.9999858275392246E+000                  9.6695489289738112E-001                  3.6657730174628180E+000                 -7.5428410783353295E+000                  3.9506502736510996E+000                  7.5700000000000001E-001                  2.4200000000000008E-001                  9.9999999999988987E-004                  2.0773717107460327E+012                  1.2404812540554422E+000                  1.0544354958459570E+008                  1.7369181602693385E+008                  4.9157954119853453E-027                  4.9157954119853453E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.5700000000000001E-001                  2.5753670467084089E-005                  2.4197424632953299E-001                  1.7208053054058292E-004                  5.0407927341824608E-005                  4.6696865640967299E-004                  3.5520073823328765E+001                  6.6668480828624599E-001 
                                       3                  1.9999858275377247E+000                  9.6695487948434200E-001                  3.6657752334075493E+000                 -7.5428255707852809E+000                  3.9506679986075763E+000                  7.5700000000000001E-001                  2.4200000000000008E-001                  9.9999999999988987E-004                  2.0773741350727527E+012                  1.2404812409401191E+000                  1.0544345503887710E+008                  1.7369170369584867E+008                  4.9159709884931819E-027                  4.9159709884931812E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.5700000000000001E-001                  2.5753670467084089E-005                  2.4197424632953299E-001                  1.7208053054058292E-004                  5.0407927341824608E-005                  4.6696865640967299E-004                  3.5520073823335842E+001                  6.6671202152840803E-001 
                                       4                  1.9999858275362250E+000                  9.6695486607177827E-001                  3.6657788343677784E+000                 -7.5428003726053232E+000                  3.9506968001225911E+000                  7.5700000000000001E-001                  2.4200000000000005E-001                  9.9999999999988987E-004                  2.0773780746864548E+012                  1.2404812196244128E+000                  1.0544330139971158E+008                  1.7369152115462813E+008                  4.9162562957045231E-027                  4.9162562957045224E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.5700000000000001E-001                  2.5753670467084093E-005                  2.4197424632953296E-001                  1.7208053054058292E-004                  5.0407927341824608E-005                  4.6696865640967293E-004                  3.5520073823342926E+001                  6.6673923574591321E-001 
                                       5                  1.9999858275328497E+000                  9.6695483589525932E-001                  3.6657838204944158E+000                 -7.5427654861409694E+000                  3.9507366760014384E+000                  7.5700000000000001E-001                  2.4200000000000005E-001                  9.9999999999988987E-004                  2.0773835297946682E+012                  1.2404811901023574E+000                  1.0544308865530205E+008                  1.7369126838878232E+008                  4.9166513261660747E-027                  4.9166513261660747E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.5700000000000001E-001                  2.5753670467084093E-005                  2.4197424632953296E-001                  1.7208053054058292E-004                  5.0407927341824608E-005                  4.6696865640967293E-004                  3.5520073823358842E+001                  6.6680047130135067E-001 
                                       6                  1.9999858275294748E+000                  9.6695480572115822E-001                  3.6657904688821579E+000                 -7.5427189767526883E+000                  3.9507898381599524E+000                  7.5700000000000001E-001                  2.4200000000000005E-001                  9.9999999999988987E-004                  2.0773908036163066E+012                  1.2404811507268874E+000                  1.0544280498374772E+008                  1.7369093135159454E+008                  4.9171780160408245E-027                  4.9171780160408245E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.5700000000000001E-001                  2.5753670467084089E-005                  2.4197424632953296E-001                  1.7208053054058292E-004                  5.0407927341824608E-005                  4.6696865640967293E-004                  3.5520073823374759E+001                  6.6686171179430620E-001 
                                       7                  1.9999858275238500E+000                  9.6695475543636111E-001                  3.6657987798651086E+000                 -7.5426608496337373E+000                  3.9508562817388468E+000                  7.5700000000000001E-001                  2.4200000000000005E-001                  9.9999999999988987E-004                  2.0773998966108413E+012                  1.2404811014848027E+000                  1.0544245035899721E+008                  1.7369051001106477E+008                  4.9178363488164660E-027                  4.9178363488164660E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.5700000000000001E-001                  2.5753670467084089E-005                  2.4197424632953296E-001                  1.7208053054058292E-004                  5.0407927341824608E-005                  4.6696865640967293E-004                  3.5520073823401276E+001                  6.6696379025454022E-001 
                                       8                  1.9999858275182250E+000                  9.6695470515827719E-001                  3.6658121704806028E+000                 -7.5425672224072695E+000                  3.9509633083995159E+000                  7.5700000000000001E-001                  2.4200000000000008E-001                  9.9999999999988987E-004                  2.0774145475884421E+012                  1.2404810221045408E+000                  1.0544187898610345E+008                  1.7368983114006177E+008                  4.9188969320162392E-027                  4.9188969320162385E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.5700000000000001E-001                  2.5753670467084089E-005                  2.4197424632953299E-001                  1.7208053054058292E-004                  5.0407927341824608E-005                  4.6696865640967299E-004                  3.5520073823427801E+001                  6.6706588242930032E-001 
                                       9                  1.9999858275057250E+000                  9.6695459345322032E-001                  3.6658306427825580E+000                 -7.5424381270038046E+000                  3.9511108882653656E+000                  7.5700000000000001E-001                  2.4200000000000008E-001                  9.9999999999988987E-004                  2.0774347593736973E+012                  1.2404809125050609E+000                  1.0544109070550764E+008                  1.7368889454257089E+008                  4.9203596640313436E-027                  4.9203596640313429E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.5700000000000001E-001                  2.5753670467084089E-005                  2.4197424632953299E-001                  1.7208053054058292E-004                  5.0407927341824608E-005                  4.6696865640967299E-004                  3.5520073823486698E+001                  6.6729280302772265E-001 
                                      10                  1.9999858274932252E+000                  9.6695448178127918E-001                  3.6658583545066610E+000                 -7.5422445809121186E+000                  3.9513321643032273E+000                  7.5700000000000001E-001                  2.4200000000000008E-001                  9.9999999999988987E-004                  2.0774650823462231E+012                  1.2404807479018585E+000                  1.0543990812067093E+008                  1.7368748942818969E+008                  4.9225534778895987E-027                  4.9225534778895980E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.5700000000000001E-001                  2.5753670467084089E-005                  2.4197424632953299E-001                  1.7208053054058292E-004                  5.0407927341824608E-005                  4.6696865640967299E-004                  3.5520073823545566E+001                  6.6751979134423345E-001 
                                      11                  1.9999858274682254E+000                  9.6695425853664885E-001                  3.6659137916079167E+000                 -7.5418578393695990E+000                  3.9517743793496760E+000                  7.5700000000000001E-001                  2.4200000000000005E-001                  9.9999999999988987E-004                  2.0775257494531189E+012                  1.2404804179341518E+000                  1.0543754216994841E+008                  1.7368467818941990E+008                  4.9269400619437716E-027                  4.9269400619437716E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.5700000000000001E-001                  2.5753670467084086E-005                  2.4197424632953296E-001                  1.7208053054058292E-004                  5.0407927341824608E-005                  4.6696865640967293E-004                  3.5520073823663218E+001                  6.6797397111025025E-001 
                                      12                  1.9999858274182256E+000                  9.6695381244378187E-001                  3.6660247202571714E+000                 -7.5410857555942057E+000                  3.9526574645151227E+000                  7.5700000000000001E-001                  2.4200000000000008E-001                  9.9999999999988987E-004                  2.0776471680587708E+012                  1.2404797549760613E+000                  1.0543280722131011E+008                  1.7367905176414451E+008                  4.9357090549688874E-027                  4.9357090549688874E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.5700000000000001E-001                  2.5753670467084089E-005                  2.4197424632953299E-001                  1.7208053054058292E-004                  5.0407927341824608E-005                  4.6696865640967299E-004                  3.5520073823898151E+001                  6.6888314302366203E-001 
                                      13                  1.9999858273182263E+000                  9.6695292183864712E-001                  3.6661912862544335E+000                 -7.5399311503785604E+000                  3.9539787453484094E+000                  7.5700000000000001E-001                  2.4200000000000005E-001                  9.9999999999988987E-004                  2.0778295480796272E+012                  1.2404787524969558E+000                  1.0542569355865642E+008                  1.7367059799081227E+008                  4.9488516940614594E-027                  4.9488516940614594E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.5700000000000001E-001                  2.5753670467084089E-005                  2.4197424632953296E-001                  1.7208053054058292E-004                  5.0407927341824608E-005                  4.6696865640967293E-004                  3.5520073824366541E+001                  6.7070473517589813E-001 
                                      14                  1.9999858271932272E+000                  9.6695181153029974E-001                  3.6663765969996565E+000                 -7.5386531789350304E+000                  3.9554421508577700E+000                  7.5700000000000001E-001                  2.4200000000000005E-001                  9.9999999999988987E-004                  2.0780325396457849E+012                  1.2404776276042655E+000                  1.0541777484948573E+008                  1.7366118640255490E+008                  4.9634393993366914E-027                  4.9634393993366914E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.5700000000000001E-001                  2.5753670467084089E-005                  2.4197424632953296E-001                  1.7208053054058292E-004                  5.0407927341824608E-005                  4.6696865640967293E-004                  3.5520073824949293E+001                  6.7298781236010696E-001 
                                      15                  1.9999858270682283E+000                  9.6695070447590781E-001                  3.6666548802934975E+000                 -7.5367457254757495E+000                  3.9576280768503036E+000                  7.5700000000000001E-001                  2.4200000000000005E-001                  9.9999999999988987E-004                  2.0783375385566047E+012                  1.2404759214128811E+000                  1.0540588501272020E+008                  1.7364705264924860E+008                  4.9852925103509905E-027                  4.9852925103509905E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.5700000000000001E-001                  2.5753670467084089E-005                  2.4197424632953296E-001                  1.7208053054058292E-004                  5.0407927341824608E-005                  4.6696865640967293E-004                  3.5520073825529010E+001                  6.7527764781538668E-001 
                                      16                  1.9999858268182300E+000                  9.6694850004511779E-001                  3.6672127545236517E+000                 -7.5329648002008067E+000                  3.9619672836972595E+000                  7.5700000000000001E-001                  2.4200000000000005E-001                  9.9999999999988987E-004                  2.0789495394524231E+012                  1.2404724423274445E+000                  1.0538205246692671E+008                  1.7361871341544583E+008                  5.0288942359703810E-027                  5.0288942359703803E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.5700000000000001E-001                  2.5753670467084089E-005                  2.4197424632953296E-001                  1.7208053054058295E-004                  5.0407927341824608E-005                  4.6696865640967293E-004                  3.5520073826679443E+001                  6.7987757302505836E-001 
                                      17                  1.9999858263182335E+000                  9.6694412930079932E-001                  3.6683335751983406E+000                 -7.5255358204434737E+000                  3.9705181006844836E+000                  7.5700000000000012E-001                  2.4200000000000010E-001                  9.9999999999977884E-004                  2.0801811118425457E+012                  1.2404652561608527E+000                  1.0533424052616212E+008                  1.7356181785349101E+008                  5.1156794452717390E-027                  5.1156794452717390E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.5700000000000012E-001                  2.5753670467084099E-005                  2.4197424632953302E-001                  1.7208053054058298E-004                  5.0407927341824621E-005                  4.6696865640967304E-004                  3.5520073828944831E+001                  6.8915829867577016E-001 
                                      18                  1.9999858253182408E+000                  9.6693553568637314E-001                  3.6709699178378798E+000                 -7.5088540928928600E+000                  3.9898401651505067E+000                  7.5700000000000001E-001                  2.4200000000000005E-001                  9.9999999999988987E-004                  2.0830851760448271E+012                  1.2404479989761934E+000                  1.0522290525840299E+008                  1.7342899334154019E+008                  5.3160522856758801E-027                  5.3160522856758801E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.5700000000000001E-001                  2.5753670467084089E-005                  2.4197424632953296E-001                  1.7208053054058292E-004                  5.0407927341824608E-005                  4.6696865640967293E-004                  3.5520073833337968E+001                  7.0804217571322392E-001 
